ticker,asof,px_cagr_2y,px_cagr_1y,px_momentum_3m,px_momentum_6m,px_momentum_12m,px_vol_60d,px_vol_250d,px_maxdd_2y,px_beta_spy_1y,size_log_mcap,valuation_pe,valuation_ps,valuation_pb,quality_roe,quality_profit_margin,quality_op_margin,leverage_dte,forward_90d_return,trailing_sharpe_1y,realized_vol_90d
AAPL,2022-11-29,0.09546293974040543,-0.14102044782356526,-0.10059665705082688,-0.04780720907831526,-0.14102044782356526,0.4213028043654094,0.35464518650198945,-0.2834621174032078,0.0,29.028874495748394,36.709114,9.723411,30.0,1.7142199,0.26915002,0.31647,152.411,0.018818440247819465,-0.1054674898715416,0.41671929683977554
AAPL,2022-12-30,-0.004533221167227652,-0.26404198551673563,-0.08637767428122212,-0.07935665560568084,-0.26404198551673563,0.40521255986339805,0.35672075600401587,-0.3034913955362274,0.0,29.028874495748394,36.709114,9.723411,30.0,1.7142199,0.26915002,0.31647,152.411,0.2423075516600258,-0.7013973478502675,0.40561029193244585
AAPL,2023-01-30,0.04722032523945474,-0.15558048835544036,-0.08027984999354965,-0.11190486909197805,-0.15558048835544036,0.36133475955755,0.35262103577390563,-0.30912807381451635,0.0,29.028874495748394,36.709114,9.723411,30.0,1.7142199,0.26915002,0.31647,152.411,0.16452460549679124,-0.3252367823749987,0.3621258166031911
AAPL,2023-02-27,0.11109938824558974,-0.09726388975144584,0.0002420971490368906,-0.09307194991305823,-0.09726388975144584,0.2938518693940216,0.3538336961189209,-0.30912807381451635,0.0,29.028874495748394,36.709114,9.723411,30.0,1.7142199,0.26915002,0.31647,152.411,0.19741399066490667,-0.1438961373834112,0.2959790877138198
AAPL,2023-03-30,0.15982113345434978,-0.08115259726051371,0.25459335087540347,0.14316161557426876,-0.08115259726051371,0.23047026297539563,0.3475018878155368,-0.30912807381451635,0.0,29.028801353259052,36.706432,9.723764,30.0,1.7142199,0.26915002,0.31647,152.411,0.1713634662285533,-0.10071337546215806,0.24561766223239206
AAPL,2023-04-28,0.13424127119554252,0.04319140558926127,0.18838495046828196,0.17555910707443712,0.04319140558926127,0.22740126016746015,0.3385172639342412,-0.30912807381451635,0.0,29.028801353259052,36.706432,9.722665,30.0,1.7142199,0.26915002,0.31647,152.411,0.15651678820587558,0.2723364245447951,0.22589680572682275
AAPL,2023-05-30,0.1997968825718539,0.19191845990714596,0.22183773711457233,0.23295143212416436,0.19191845990714596,0.19808580309237303,0.31345496620586677,-0.30912807381451635,0.0,29.028746671056577,36.704422,9.722665,30.0,1.7142199,0.26915002,0.31647,152.411,0.01950199721051672,0.70496641038573,0.20656987386802556
AAPL,2023-06-29,0.18615611052429282,0.369834675238913,0.1693290841337891,0.5085856100140156,0.369834675238913,0.1813055091939374,0.2956353749298871,-0.30912807381451635,0.0,29.028746671056577,36.704422,9.722168,30.0,1.7142199,0.26915002,0.31647,152.411,-0.09013360761785881,1.2118355730122372,0.18164178415445387
AAPL,2023-07-28,0.16900242705884216,0.2519817704273297,0.15571002093950503,0.3458526335363894,0.2519817704273297,0.16511590611336152,0.2884902142241234,-0.30912807381451635,0.0,29.028746671056577,36.704422,9.722168,30.0,1.7142199,0.26915002,0.31647,152.411,-0.11328519808849796,0.878337894719055,0.16448218576581422
AAPL,2023-08-30,0.11341271312064749,0.18786236678985535,0.04338601597090297,0.2895849680480078,0.18786236678985535,0.19452037525320912,0.28857364014950526,-0.30912807381451635,0.0,29.028691791479815,36.70241,9.722168,30.0,1.7142199,0.26915002,0.31647,152.411,0.032153136853296536,0.6786152792240762,0.1900534377128775
AAPL,2023-09-29,0.10116569419512422,0.20877115383819644,-0.1092112230773965,0.04110562877666002,0.20877115383819644,0.21697399213724827,0.275781701099794,-0.30912807381451635,0.0,29.028691791479815,36.70241,9.72128,30.0,1.7142199,0.26915002,0.31647,152.411,0.13307447006913461,0.815054394573874,0.21527011788392303
AAPL,2023-10-30,0.06257054830222786,0.09991138880490436,-0.11455001969997813,0.01314712853209321,0.09991138880490436,0.20387913747615907,0.25199447738334685,-0.30912807381451635,0.0,29.028691791479815,36.70241,9.72128,30.0,1.7142199,0.26915002,0.31647,152.411,0.145366131485265,0.5203971243587482,0.2218056026117871
AAPL,2023-11-29,0.09329438799630552,0.34893050592612673,0.00931228122197747,0.0543370458481125,0.34893050592612673,0.19467278356803908,0.2178770029499104,-0.309128106489326,0.0,29.028691791479815,36.70241,9.72128,30.0,1.7142199,0.26915002,0.31647,152.411,-0.047315431463769715,1.489727437459386,0.1934585225495976
AAPL,2023-12-29,0.041907565619949017,0.49375932247606524,0.10954624589909723,0.003034396270775508,0.49375932247606524,0.15593893993075444,0.20300170714508936,-0.309128106489326,0.0,29.02866710440709,36.701504,9.721395,30.0,1.7142199,0.26915002,0.31647,152.411,-0.10356874000468977,2.1234750662728548,0.1555767633773644
AAPL,2024-01-30,0.09293232738095902,0.32231485165180285,0.10568881842935451,-0.03613311774929373,0.32231485165180285,0.18257761966869104,0.20066932419205308,-0.2982477890986276,0.0,29.02866710440709,36.701504,9.721395,30.0,1.7142199,0.26915002,0.31647,152.411,-0.11586063310523695,1.608110067580002,0.17896644389070732
AAPL,2024-02-28,0.05503176951546451,0.2372862062424672,-0.04594802413820864,-0.012107266688736518,0.2372862062424672,0.17760002179871462,0.19157239594976044,-0.2982477890986276,0.0,29.02866710440709,36.701504,9.721395,30.0,1.7142199,0.26915002,0.31647,152.411,0.041656186820849136,1.2486492640423104,0.17868872099126015
AAPL,2024-03-28,-0.006170580041308771,0.07230997081232027,-0.11303438183817671,0.007235224818484598,0.07230997081232027,0.1997580806201374,0.19368667277399249,-0.2982477890986276,0.0,29.02866710440709,36.701504,9.721395,30.0,1.7142199,0.26915002,0.31647,152.411,0.20797174471720176,0.5154106475351816,0.21115996071680512
